id,Genero,Idade,Raça,Formação,Estado,Tempo de casa,Departamento,Senioridade,Idade Ingresso
4966,Masc,21,pardo,Mestrado,Alagoas,5.0,Contabilidade,Analista Sênior,16.0
4967,Masc,38,pardo,Mestrado,Ceará,5.0,Vendas,Analista Sênior,33.0
4968,Fem,27,branco,Ensino Superior,Acre,6.0,Vendas,Analista Sênior,21.0
4969,Masc,37,branco,Pós graduação,Pernambuco,0.0,TI,Analista Júnior,37.0
4970,Masc,30,preto,Pós graduação,Minas Gerais,4.0,Marketing,Gerente,26.0
4971,Masc,25,branco,Ensino Superior,Rio de Janeiro,8.0,Desenvolvimento de Produtos,Analista Júnior,17.0
4972,Masc,40,pardo,Ensino Médio,Acre,9.0,Contabilidade,Analista Sênior,31.0
4973,Masc,36,pardo,Mestrado,Rondônia,8.0,Desenvolvimento de Produtos,Analista Sênior,28.0
4974,Masc,39,pardo,Ensino Superior,Mato Grosso,5.0,Marketing,Analista Júnior,34.0
4975,Fem,38,branco,Ensino Superior,São Paulo,9.0,Desenvolvimento de Produtos,Analista Júnior,29.0
4976,Masc,25,branco,Ensino Superior,São Paulo,5.0,TI,Analista Júnior,20.0
4977,Masc,25,branco,Ensino Superior,Rondônia,4.0,Vendas,Gerente,21.0
4978,Masc,44,branco,Ensino Superior,Minas Gerais,4.0,Compras,Gerente,40.0
4979,Masc,34,pardo,Ensino Superior,São Paulo,8.0,Operações,Analista Júnior,26.0
4980,Masc,31,pardo,Mestrado,Pará,8.0,Contabilidade,Analista Júnior,23.0
4981,Fem,36,pardo,Ensino Superior,Rio de Janeiro,4.0,TI,Analista Pleno,32.0
4982,Masc,54,pardo,Ensino Superior,Tocantins,6.0,Recursos Humanos,Diretor,48.0
4983,Fem,25,pardo,Mestrado,Rio de Janeiro,10.0,TI,Analista Sênior,15.0
4984,Masc,21,branco,Ensino Superior,Mato Grosso,7.0,Compras,Gerente,14.0
4985,Fem,44,pardo,Ensino Superior,Paraíba,7.0,Recursos Humanos,Analista Pleno,37.0
4986,Masc,22,branco,Ensino Superior,Santa Catarina,7.0,Vendas,Analista Júnior,15.0
4987,Masc,39,pardo,Ensino Superior,Paraná,4.0,Contabilidade,Analista Júnior,35.0
4988,Fem,43,pardo,Pós graduação,Mato Grosso do Sul,3.0,Contabilidade,Analista Pleno,40.0
4989,Masc,25,branco,Mestrado,Sergipe,9.0,Operações,Analista Sênior,16.0
4990,Masc,31,pardo,Doutorado,Acre,10.0,TI,Gerente,21.0
4991,Masc,30,branco,Mestrado,Rio Grande do Norte,4.0,Vendas,Analista Sênior,26.0
4992,Fem,39,branco,Doutorado,Paraná,2.0,Marketing,Analista Sênior,37.0
4993,Fem,34,pardo,Ensino Superior,Santa Catarina,5.0,Operações,Analista Pleno,29.0
4994,Fem,40,pardo,Ensino Superior,Santa Catarina,8.0,Administrativo,Analista Pleno,32.0
4995,Masc,44,preto,Ensino Superior,Rio de Janeiro,5.0,Operações,Analista Júnior,39.0
4996,Masc,24,pardo,Ensino Superior,Tocantins,4.0,TI,Analista Júnior,20.0
4997,Masc,21,pardo,Ensino Médio,Rio Grande do Norte,1.0,Desenvolvimento de Produtos,Diretor,20.0
4998,Fem,38,branco,Doutorado,Rio Grande do Norte,8.0,Operações,Analista Júnior,30.0
4999,Masc,21,branco,Ensino Superior,Rio Grande do Sul,4.0,Operações,Analista Júnior,17.0
5000,Masc,30,pardo,Doutorado,Paraíba,4.0,Compras,Analista Sênior,26.0
5001,Fem,29,branco,Pós graduação,Minas Gerais,9.0,Administrativo,Analista Pleno,20.0
5002,Masc,17,preto,Ensino Superior,Amapá,2.0,Contabilidade,Analista Júnior,15.0
5003,Masc,32,pardo,Ensino Superior,Minas Gerais,1.0,Compras,Analista Sênior,31.0
5004,Fem,27,branco,Doutorado,Maranhão,11.0,Operações,Estagiário,16.0
5005,Masc,33,pardo,Ensino Superior,São Paulo,2.0,Contabilidade,Gerente,31.0
5006,Masc,22,pardo,Ensino Superior,São Paulo,7.0,Vendas,Analista Júnior,15.0
5007,Masc,45,pardo,Ensino Superior,Rio de Janeiro,11.0,Vendas,Diretor,34.0
5008,Fem,18,preto,Ensino Superior,Espírito Santo,2.0,Contabilidade,Estagiário,16.0
5009,Fem,41,pardo,Doutorado,Rondônia,8.0,Vendas,Analista Sênior,33.0
5010,Masc,30,preto,Ensino Superior,Pernambuco,5.0,Contabilidade,Analista Pleno,25.0
5011,Masc,28,preto,Ensino Superior,Paraná,4.0,Contabilidade,Analista Júnior,24.0
5012,Masc,38,pardo,Ensino Superior,Santa Catarina,5.0,Compras,Gerente,33.0
5013,Masc,32,pardo,Ensino Superior,Goiás,4.0,Vendas,Analista Sênior,28.0
5015,Masc,32,branco,Ensino Superior,Minas Gerais,4.0,Administrativo,Analista Pleno,28.0
5016,Masc,30,branco,Ensino Superior,Rondônia,8.0,Vendas,Analista Pleno,22.0
5017,Masc,36,branco,Mestrado,Paraíba,9.0,TI,Analista Pleno,27.0
5018,Masc,34,branco,Doutorado,São Paulo,5.0,Operações,Analista Pleno,29.0
5019,Masc,40,branco,Pós graduação,Pará,9.0,Operações,Analista Júnior,31.0
5020,Masc,37,pardo,Ensino Superior,Maranhão,4.0,Contabilidade,Gerente,33.0
5021,Fem,44,preto,Mestrado,Rio Grande do Sul,8.0,TI,Analista Júnior,36.0
5022,Masc,32,pardo,Ensino Superior,Minas Gerais,9.0,Vendas,Analista Sênior,23.0
5023,Masc,35,branco,Ensino Médio,São Paulo,8.0,Compras,Analista Pleno,27.0
5024,Masc,20,branco,Ensino Superior,Pará,6.0,Marketing,Analista Pleno,14.0
5025,Masc,36,pardo,Ensino Superior,Rondônia,6.0,Contabilidade,Analista Júnior,30.0
5027,Masc,23,branco,Ensino Superior,Paraná,3.0,Operações,Analista Sênior,20.0
5028,Masc,33,branco,Ensino Superior,Bahia,13.0,Contabilidade,Analista Sênior,20.0
5029,Masc,22,branco,Pós graduação,São Paulo,4.0,Marketing,Estagiário,18.0
5030,Fem,41,pardo,Ensino Superior,Bahia,2.0,Administrativo,Analista Pleno,39.0
5031,Masc,30,branco,Pós graduação,Rio Grande do Norte,5.0,Compras,Analista Júnior,25.0
5032,Masc,25,pardo,Ensino Superior,Acre,6.0,TI,Analista Sênior,19.0
5033,Masc,30,branco,Mestrado,Paraná,5.0,Contabilidade,Analista Sênior,25.0
5034,Masc,32,pardo,Ensino Superior,Paraná,7.0,TI,Analista Júnior,25.0
5035,Fem,39,pardo,Mestrado,Santa Catarina,5.0,Contabilidade,Analista Pleno,34.0
5036,Masc,40,branco,Ensino Superior,Minas Gerais,7.0,Administrativo,Gerente,33.0
5037,Masc,24,branco,Ensino Superior,Rio de Janeiro,5.0,Contabilidade,Analista Sênior,19.0
5038,Fem,34,pardo,Ensino Superior,Rio Grande do Norte,7.0,Marketing,Analista Sênior,27.0
5039,Masc,33,branco,Ensino Superior,Rio Grande do Sul,2.0,Desenvolvimento de Produtos,Analista Sênior,31.0
5040,Masc,26,pardo,Ensino Superior,São Paulo,3.0,TI,Diretor,23.0
5041,Masc,46,pardo,Pós graduação,Paraná,6.0,Marketing,Analista Júnior,40.0
5042,Fem,31,branco,Ensino Superior,Roraima,6.0,Recursos Humanos,Analista Pleno,25.0
5043,Masc,34,branco,Ensino Superior,Goiás,6.0,Operações,Analista Pleno,28.0
5044,Fem,30,pardo,Doutorado,Paraná,5.0,Vendas,Analista Pleno,25.0
5045,Masc,31,pardo,Doutorado,Piauí,11.0,TI,Analista Júnior,20.0
5046,Masc,30,pardo,Ensino Superior,Paraná,9.0,Vendas,Analista Sênior,21.0
5047,Masc,47,branco,Ensino Superior,Alagoas,6.0,Recursos Humanos,Estagiário,41.0
5048,Masc,22,branco,Ensino Superior,Rio de Janeiro,8.0,Marketing,Analista Pleno,14.0
5050,Fem,21,pardo,Pós graduação,Mato Grosso do Sul,5.0,Administrativo,Analista Júnior,16.0
5051,Masc,26,pardo,Ensino Superior,Bahia,9.0,Compras,Analista Pleno,17.0
5052,Masc,36,pardo,Ensino Médio,Rio de Janeiro,2.0,Recursos Humanos,Analista Pleno,34.0
5053,Masc,23,pardo,Ensino Superior,São Paulo,1.0,Recursos Humanos,Analista Júnior,22.0
5054,Masc,39,branco,Pós graduação,Maranhão,6.0,Vendas,Analista Júnior,33.0
5055,Masc,43,branco,Mestrado,Piauí,7.0,Recursos Humanos,Estagiário,36.0
5056,Masc,28,branco,Ensino Superior,Tocantins,3.0,TI,Estagiário,25.0
5057,Masc,35,branco,Ensino Superior,Sergipe,5.0,Contabilidade,Analista Sênior,30.0
5058,Masc,24,preto,Ensino Superior,Piauí,3.0,Vendas,Analista Júnior,21.0
5059,Masc,48,pardo,Ensino Superior,Amapá,10.0,Operações,Analista Júnior,38.0
5060,Masc,23,pardo,Doutorado,Rio de Janeiro,1.0,Contabilidade,Analista Júnior,22.0
5061,Fem,45,pardo,Ensino Superior,Sergipe,11.0,Administrativo,Analista Júnior,34.0
5062,Masc,42,pardo,Ensino Superior,Minas Gerais,8.0,Compras,Analista Sênior,34.0
5063,Fem,21,branco,Ensino Superior,São Paulo,7.0,Recursos Humanos,Gerente,14.0
5064,Masc,28,preto,Ensino Superior,Paraná,6.0,Contabilidade,Analista Pleno,22.0
5065,Fem,24,branco,Ensino Superior,Paraná,7.0,Contabilidade,Analista Sênior,17.0
5066,Masc,40,pardo,Ensino Superior,Goiás,5.0,Vendas,Estagiário,35.0
5067,Masc,42,branco,Ensino Superior,Paraná,5.0,Vendas,Analista Pleno,37.0
5068,Masc,30,branco,Ensino Superior,São Paulo,0.0,Desenvolvimento de Produtos,Analista Sênior,30.0
5069,Masc,22,branco,Mestrado,Goiás,0.0,Operações,Analista Sênior,22.0
5070,Masc,32,preto,Ensino Superior,Paraná,9.0,Compras,Analista Sênior,23.0
5071,Masc,22,branco,Ensino Superior,Rio Grande do Norte,0.0,Vendas,Analista Júnior,22.0
5072,Fem,27,pardo,Mestrado,São Paulo,2.0,Operações,Analista Pleno,25.0
5073,Masc,23,pardo,Ensino Superior,Pará,5.0,Marketing,Analista Pleno,18.0
5074,Masc,47,pardo,Ensino Superior,Goiás,9.0,Contabilidade,Analista Pleno,38.0
5075,Masc,41,pardo,Ensino Médio,Rio de Janeiro,6.0,Marketing,Analista Sênior,35.0
5076,Masc,35,branco,Ensino Superior,Maranhão,0.0,Administrativo,Analista Júnior,35.0
5077,Masc,35,pardo,Ensino Superior,Rio de Janeiro,5.0,Operações,Estagiário,30.0
5078,Masc,38,branco,Doutorado,Minas Gerais,11.0,Marketing,Gerente,27.0
5079,Masc,30,pardo,Ensino Superior,Minas Gerais,5.0,Administrativo,Analista Sênior,25.0
5080,Masc,30,branco,Ensino Superior,Mato Grosso,5.0,Marketing,Analista Sênior,25.0
5081,Masc,25,pardo,Ensino Superior,Santa Catarina,7.0,Compras,Analista Júnior,18.0
5082,Masc,19,pardo,Doutorado,São Paulo,0.0,Desenvolvimento de Produtos,Analista Júnior,19.0
5083,Masc,35,preto,Ensino Superior,Santa Catarina,4.0,Compras,Analista Pleno,31.0
5084,Masc,36,pardo,Ensino Superior,Pará,4.0,Desenvolvimento de Produtos,Analista Júnior,32.0
5085,Fem,48,branco,Doutorado,Amazonas,8.0,Recursos Humanos,Gerente,40.0
5086,Masc,31,preto,Mestrado,Paraná,11.0,Operações,Analista Sênior,20.0
5087,Masc,25,pardo,Ensino Superior,Espírito Santo,11.0,Vendas,Analista Júnior,14.0
5088,Masc,30,pardo,Pós graduação,São Paulo,5.0,TI,Gerente,25.0
5089,Masc,31,pardo,Ensino Superior,Bahia,7.0,Contabilidade,Estagiário,24.0
5090,Masc,18,branco,Ensino Superior,Maranhão,4.0,Administrativo,Analista Júnior,14.0
5091,Masc,23,preto,Ensino Superior,Amazonas,4.0,Vendas,Analista Júnior,19.0
5092,Masc,47,pardo,Ensino Superior,Acre,5.0,Marketing,Analista Pleno,42.0
5093,Masc,25,branco,Mestrado,Minas Gerais,9.0,Recursos Humanos,Analista Júnior,16.0
5094,Masc,40,pardo,Ensino Superior,Goiás,10.0,TI,Analista Júnior,30.0
5095,Fem,24,pardo,Ensino Superior,Pará,6.0,Vendas,Analista Júnior,18.0
5096,Masc,48,pardo,Ensino Superior,Santa Catarina,4.0,Contabilidade,Analista Pleno,44.0
5097,Masc,26,pardo,Ensino Superior,Paraná,3.0,Compras,Analista Júnior,23.0
5098,Masc,29,pardo,Ensino Superior,São Paulo,11.0,Operações,Analista Júnior,18.0
5099,Fem,26,pardo,Ensino Superior,Paraná,4.0,Marketing,Analista Sênior,22.0
5100,Fem,50,pardo,Ensino Superior,São Paulo,8.0,TI,Analista Júnior,42.0
5101,Masc,19,preto,Ensino Superior,Pernambuco,4.0,TI,Analista Júnior,15.0
5102,Masc,30,pardo,Ensino Superior,Tocantins,5.0,Recursos Humanos,Analista Júnior,25.0
5103,Masc,30,pardo,Ensino Superior,Rio de Janeiro,5.0,Recursos Humanos,Analista Pleno,25.0
5104,Masc,32,branco,Ensino Superior,Rio Grande do Norte,7.0,Recursos Humanos,Analista Pleno,25.0
5105,Masc,32,pardo,Ensino Superior,Minas Gerais,7.0,Administrativo,Analista Pleno,25.0
5106,Masc,26,pardo,Mestrado,Maranhão,10.0,Operações,Analista Pleno,16.0
5107,Masc,36,branco,Doutorado,São Paulo,8.0,Desenvolvimento de Produtos,Analista Pleno,28.0
5108,Fem,25,preto,Ensino Superior,Maranhão,6.0,Contabilidade,Analista Pleno,19.0
5109,Fem,38,pardo,Ensino Superior,Distrito Federal,6.0,Recursos Humanos,Gerente,32.0
5110,Fem,35,preto,Pós graduação,Bahia,5.0,Desenvolvimento de Produtos,Analista Sênior,30.0
5111,Masc,39,pardo,Pós graduação,Paraíba,8.0,Operações,Analista Sênior,31.0
5112,Masc,27,branco,Pós graduação,Paraíba,9.0,TI,Analista Sênior,18.0
5113,Masc,26,branco,Doutorado,Rio Grande do Sul,7.0,Contabilidade,Gerente,19.0
5114,Masc,27,branco,Ensino Superior,Roraima,2.0,Compras,Gerente,25.0
5115,Masc,49,preto,Ensino Superior,Paraíba,7.0,Recursos Humanos,Analista Pleno,42.0
5116,Masc,35,pardo,Ensino Superior,Piauí,6.0,Operações,Analista Júnior,29.0
5117,Masc,31,branco,Ensino Superior,Paraná,8.0,Operações,Analista Pleno,23.0
5118,Masc,39,pardo,Pós graduação,Acre,5.0,Contabilidade,Analista Pleno,34.0
5119,Masc,32,branco,Ensino Superior,Roraima,12.0,Compras,Analista Sênior,20.0
5120,Masc,29,branco,Pós graduação,Goiás,9.0,Administrativo,Estagiário,20.0
5121,Masc,55,pardo,Ensino Superior,Rio de Janeiro,0.0,TI,Analista Pleno,55.0
5122,Masc,21,branco,Ensino Superior,Rio Grande do Sul,4.0,Vendas,Gerente,17.0
5123,Fem,51,branco,Mestrado,Acre,4.0,Operações,Analista Júnior,47.0
5124,Masc,28,branco,Ensino Superior,Rio de Janeiro,3.0,Administrativo,Analista Júnior,25.0
5125,Masc,30,preto,Ensino Superior,Amazonas,5.0,Administrativo,Analista Júnior,25.0
5126,Masc,30,pardo,Ensino Superior,Rio de Janeiro,5.0,TI,Analista Júnior,25.0
5127,Masc,31,branco,Ensino Superior,Santa Catarina,7.0,Recursos Humanos,Estagiário,24.0
5128,Fem,27,pardo,Mestrado,Paraná,3.0,Compras,Estagiário,24.0
5129,Masc,31,pardo,Pós graduação,Rio de Janeiro,4.0,Compras,Analista Sênior,27.0
5130,Masc,46,pardo,Ensino Superior,Acre,7.0,Marketing,Estagiário,39.0
5131,Masc,20,branco,Mestrado,Paraná,4.0,Vendas,Estagiário,16.0
5132,Fem,32,pardo,Ensino Superior,São Paulo,10.0,Desenvolvimento de Produtos,Gerente,22.0
5133,Masc,31,branco,Mestrado,Espírito Santo,5.0,Compras,Analista Sênior,26.0
5134,Masc,22,branco,Ensino Superior,Minas Gerais,6.0,TI,Analista Pleno,16.0
5135,Masc,50,branco,Ensino Superior,Distrito Federal,8.0,Compras,Estagiário,42.0
5136,Masc,36,pardo,Ensino Superior,São Paulo,12.0,Operações,Analista Pleno,24.0
5137,Masc,23,pardo,Ensino Superior,São Paulo,3.0,Recursos Humanos,Gerente,20.0
5138,Masc,34,pardo,Pós graduação,Mato Grosso do Sul,6.0,TI,Gerente,28.0
5139,Masc,29,pardo,Pós graduação,Santa Catarina,4.0,Vendas,Analista Júnior,25.0
5140,Masc,36,branco,Mestrado,Pará,7.0,Operações,Analista Pleno,29.0
5141,Fem,34,branco,Ensino Superior,Tocantins,7.0,Recursos Humanos,Gerente,27.0
5142,Fem,34,pardo,Doutorado,São Paulo,4.0,Compras,Analista Júnior,30.0
5143,Masc,38,branco,Ensino Superior,São Paulo,7.0,Operações,Analista Júnior,31.0
5144,Fem,40,pardo,Mestrado,Santa Catarina,11.0,Vendas,Analista Pleno,29.0
5145,Masc,32,pardo,Pós graduação,Goiás,0.0,Compras,Analista Sênior,32.0
5146,Masc,34,pardo,Ensino Superior,Alagoas,3.0,Recursos Humanos,Analista Pleno,31.0
5147,Masc,25,branco,Ensino Superior,Acre,7.0,Contabilidade,Analista Sênior,18.0
5148,Masc,35,branco,Pós graduação,Maranhão,9.0,TI,Analista Júnior,26.0
5149,Masc,30,pardo,Mestrado,Pernambuco,2.0,Recursos Humanos,Gerente,28.0
5150,Masc,25,pardo,Mestrado,Tocantins,3.0,Contabilidade,Analista Sênior,22.0
5151,Masc,21,branco,Pós graduação,Roraima,3.0,Recursos Humanos,Analista Pleno,18.0
5152,Masc,24,pardo,Mestrado,Santa Catarina,4.0,Compras,Analista Pleno,20.0
5153,Masc,30,branco,Ensino Superior,São Paulo,6.0,Marketing,Analista Pleno,24.0
5154,Masc,25,branco,Ensino Superior,Piauí,6.0,Administrativo,Analista Sênior,19.0
5155,Fem,42,branco,Ensino Superior,Rio de Janeiro,1.0,Marketing,Analista Pleno,41.0
5156,Masc,37,branco,Doutorado,Ceará,8.0,Vendas,Analista Sênior,29.0
5157,Masc,30,preto,Mestrado,São Paulo,5.0,Administrativo,Estagiário,25.0
5158,Fem,32,branco,Ensino Superior,Roraima,7.0,Operações,Gerente,25.0
5159,Masc,31,pardo,Mestrado,Minas Gerais,7.0,TI,Gerente,24.0
5160,Masc,41,pardo,Doutorado,Paraíba,6.0,Compras,Analista Júnior,35.0
5161,Masc,29,preto,Ensino Superior,Rio Grande do Sul,9.0,Compras,Analista Pleno,20.0
5162,Fem,18,pardo,Ensino Superior,Piauí,1.0,Contabilidade,Gerente,17.0
5163,Masc,34,preto,Doutorado,Rio de Janeiro,4.0,Compras,Analista Pleno,30.0
5164,Masc,36,indígena,Ensino Médio,Maranhão,8.0,Desenvolvimento de Produtos,Analista Júnior,28.0
5165,Masc,44,pardo,Ensino Superior,Santa Catarina,12.0,Recursos Humanos,Analista Pleno,32.0
5166,Masc,26,branco,Mestrado,Minas Gerais,0.0,Administrativo,Estagiário,26.0
5167,Masc,25,branco,Ensino Superior,São Paulo,3.0,Contabilidade,Analista Sênior,22.0
5168,Masc,25,pardo,Doutorado,São Paulo,10.0,Compras,Analista Sênior,15.0
5169,Fem,41,pardo,Ensino Superior,Rio de Janeiro,5.0,Administrativo,Gerente,36.0
5170,Masc,34,branco,Ensino Superior,Rio de Janeiro,6.0,Compras,Gerente,28.0
5171,Masc,22,branco,Ensino Superior,Paraná,0.0,Marketing,Analista Júnior,22.0
5172,Masc,22,branco,Ensino Superior,Alagoas,6.0,Desenvolvimento de Produtos,Analista Sênior,16.0
5173,Fem,24,branco,Ensino Superior,Paraíba,6.0,Administrativo,Gerente,18.0
5174,Masc,36,pardo,Ensino Superior,Rio de Janeiro,9.0,Operações,Gerente,27.0
5175,Fem,26,branco,Doutorado,Minas Gerais,4.0,Vendas,Analista Júnior,22.0
5176,Masc,48,branco,Mestrado,Rio de Janeiro,10.0,Marketing,Analista Pleno,38.0
5177,Masc,31,branco,Ensino Superior,Santa Catarina,7.0,Administrativo,Gerente,24.0
5178,Masc,32,branco,Mestrado,Minas Gerais,3.0,Marketing,Estagiário,29.0
5179,Masc,26,preto,Ensino Superior,Ceará,3.0,Desenvolvimento de Produtos,Gerente,23.0
5180,Masc,30,pardo,Doutorado,Bahia,5.0,Recursos Humanos,Analista Júnior,25.0
5181,Fem,33,pardo,Pós graduação,Rio de Janeiro,3.0,Recursos Humanos,Analista Júnior,30.0
5182,Fem,24,branco,Ensino Superior,Paraná,4.0,TI,Analista Júnior,20.0
5183,Masc,21,pardo,Ensino Superior,Rio Grande do Norte,3.0,TI,Analista Júnior,18.0
5184,Masc,26,branco,Mestrado,Roraima,5.0,Marketing,Analista Pleno,21.0
5185,Masc,24,pardo,Ensino Superior,Ceará,1.0,Administrativo,Analista Sênior,23.0
5186,Masc,38,branco,Pós graduação,Amapá,4.0,Vendas,Analista Sênior,34.0
5187,Masc,22,pardo,Ensino Superior,Rio Grande do Sul,5.0,Operações,Analista Júnior,17.0
5188,Masc,29,pardo,Ensino Superior,Paraíba,7.0,Contabilidade,Analista Júnior,22.0
5189,Masc,30,preto,Ensino Superior,Pará,5.0,Compras,Analista Júnior,25.0
5190,Masc,38,branco,Pós graduação,Santa Catarina,4.0,Vendas,Estagiário,34.0
5191,Masc,37,branco,Ensino Superior,Rio Grande do Sul,8.0,Vendas,Gerente,29.0
5192,Masc,43,pardo,Pós graduação,Maranhão,5.0,Desenvolvimento de Produtos,Analista Pleno,38.0
5193,Fem,32,branco,Ensino Superior,Sergipe,3.0,TI,Analista Sênior,29.0
5194,Fem,36,branco,Doutorado,Santa Catarina,4.0,Contabilidade,Analista Pleno,32.0
5195,Masc,32,branco,Mestrado,São Paulo,0.0,Recursos Humanos,Gerente,32.0
5196,Masc,34,pardo,Ensino Superior,Rio de Janeiro,6.0,Contabilidade,Analista Sênior,28.0
5197,Masc,24,branco,Ensino Superior,Mato Grosso,10.0,Desenvolvimento de Produtos,Analista Pleno,14.0
5198,Masc,19,branco,Ensino Superior,Rio Grande do Sul,0.0,Compras,Analista Júnior,19.0
5199,Masc,40,pardo,Ensino Superior,Alagoas,13.0,Vendas,Analista Pleno,27.0
5200,Fem,27,pardo,Mestrado,Rio Grande do Sul,7.0,Marketing,Analista Pleno,20.0
5201,Masc,22,preto,Ensino Superior,Bahia,8.0,Recursos Humanos,Analista Júnior,14.0
5202,Masc,31,pardo,Ensino Superior,Paraná,5.0,Administrativo,Analista Júnior,26.0
5203,Masc,32,branco,Ensino Superior,Minas Gerais,11.0,Marketing,Diretor,21.0
5204,Masc,24,pardo,Doutorado,Sergipe,8.0,Desenvolvimento de Produtos,Analista Pleno,16.0
5205,Masc,29,branco,Pós graduação,Rio Grande do Norte,0.0,Desenvolvimento de Produtos,Analista Júnior,29.0
5206,Fem,25,branco,Ensino Superior,São Paulo,6.0,Compras,Estagiário,19.0
5207,Masc,24,branco,Ensino Médio,Roraima,6.0,Operações,Analista Júnior,18.0
5208,Masc,26,branco,Ensino Superior,São Paulo,9.0,Compras,Analista Pleno,17.0
5209,Masc,39,pardo,Pós graduação,Alagoas,9.0,Marketing,Analista Júnior,30.0
5210,Masc,31,indígena,Ensino Superior,Tocantins,9.0,Desenvolvimento de Produtos,Gerente,22.0
5211,Masc,30,branco,Mestrado,Minas Gerais,1.0,Compras,Gerente,29.0
5212,Masc,23,branco,Ensino Superior,Goiás,8.0,Vendas,Analista Pleno,15.0
5213,Fem,30,pardo,Pós graduação,Rio de Janeiro,6.0,Marketing,Analista Sênior,24.0
5214,Fem,50,pardo,Mestrado,Paraná,5.0,Marketing,Estagiário,45.0
5215,Fem,42,preto,Ensino Superior,Rondônia,10.0,Desenvolvimento de Produtos,Analista Sênior,32.0
5216,Masc,40,pardo,Ensino Superior,São Paulo,12.0,Desenvolvimento de Produtos,Analista Sênior,28.0
5217,Fem,18,pardo,Ensino Médio,Paraná,4.0,Recursos Humanos,Analista Pleno,14.0
5218,Fem,24,branco,Pós graduação,Rio Grande do Sul,8.0,Operações,Analista Júnior,16.0
5219,Masc,32,pardo,Pós graduação,Rio Grande do Norte,10.0,Compras,Analista Júnior,22.0
5220,Masc,32,pardo,Ensino Superior,Amazonas,10.0,Compras,Gerente,22.0
5221,Fem,45,branco,Ensino Superior,Acre,4.0,Compras,Gerente,41.0
5222,Masc,28,branco,Ensino Superior,Amapá,9.0,Desenvolvimento de Produtos,Analista Júnior,19.0
5223,Masc,40,branco,Mestrado,Santa Catarina,7.0,Compras,Analista Pleno,33.0
5224,Masc,41,pardo,Ensino Superior,Ceará,9.0,Vendas,Analista Sênior,32.0
5225,Fem,31,pardo,Pós graduação,Paraná,5.0,Administrativo,Analista Júnior,26.0
5226,Masc,29,pardo,Pós graduação,Rondônia,4.0,Marketing,Analista Pleno,25.0
5227,Masc,46,pardo,Ensino Superior,Minas Gerais,3.0,Recursos Humanos,Analista Sênior,43.0
5228,Fem,42,pardo,Ensino Superior,Rio de Janeiro,5.0,Compras,Analista Júnior,37.0
5229,Masc,31,branco,Ensino Superior,Amazonas,7.0,Vendas,Analista Pleno,24.0
5230,Fem,45,branco,Ensino Superior,Rio Grande do Sul,2.0,Compras,Analista Júnior,43.0
5231,Masc,31,branco,Ensino Superior,Pará,9.0,Contabilidade,Analista Júnior,22.0
5232,Masc,41,branco,Ensino Superior,São Paulo,5.0,Contabilidade,Estagiário,36.0
5233,Masc,28,pardo,Mestrado,Piauí,2.0,Operações,Analista Júnior,26.0
5235,Masc,26,preto,Mestrado,Minas Gerais,4.0,Marketing,Analista Pleno,22.0
5236,Masc,34,pardo,Mestrado,Amapá,7.0,Administrativo,Estagiário,27.0
5237,Masc,48,pardo,Ensino Superior,Pará,3.0,Contabilidade,Analista Júnior,45.0
5238,Fem,27,pardo,Pós graduação,Paraíba,5.0,Vendas,Gerente,22.0
5239,Masc,47,pardo,Ensino Superior,Paraíba,6.0,Recursos Humanos,Analista Pleno,41.0
5240,Masc,30,pardo,Ensino Superior,Bahia,1.0,Compras,Analista Pleno,29.0
5241,Fem,35,branco,Ensino Superior,Rio de Janeiro,6.0,Operações,Analista Sênior,29.0
5242,Fem,41,branco,Pós graduação,Rio Grande do Sul,3.0,Vendas,Analista Pleno,38.0
5243,Masc,25,branco,Ensino Superior,Rio de Janeiro,9.0,Operações,Analista Pleno,16.0
5244,Masc,40,pardo,Ensino Superior,Santa Catarina,5.0,Contabilidade,Analista Júnior,35.0
5245,Fem,24,pardo,Ensino Superior,Paraíba,9.0,TI,Analista Júnior,15.0
5246,Masc,33,pardo,Ensino Superior,Amapá,0.0,Compras,Estagiário,33.0
5247,Masc,22,preto,Mestrado,Rio de Janeiro,0.0,Vendas,Gerente,22.0
5248,Masc,28,pardo,Ensino Superior,Paraná,3.0,Administrativo,Analista Júnior,25.0
5249,Fem,39,pardo,Mestrado,Santa Catarina,7.0,TI,Analista Júnior,32.0
5250,Fem,32,branco,Doutorado,Rio Grande do Norte,10.0,Recursos Humanos,Analista Júnior,22.0
5251,Masc,32,branco,Ensino Superior,Espírito Santo,4.0,Administrativo,Estagiário,28.0
5252,Masc,34,branco,Pós graduação,Piauí,2.0,Operações,Analista Júnior,32.0
5253,Masc,19,amarelo,Ensino Superior,Minas Gerais,5.0,TI,Analista Júnior,14.0
5254,Masc,23,branco,Ensino Superior,Minas Gerais,6.0,Operações,Estagiário,17.0
5255,Masc,41,branco,Ensino Superior,Paraná,2.0,Desenvolvimento de Produtos,Gerente,39.0
5256,Fem,30,branco,Ensino Superior,Tocantins,5.0,Administrativo,Analista Pleno,25.0
5257,Fem,33,branco,Mestrado,Ceará,7.0,Vendas,Analista Júnior,26.0
5258,Masc,34,branco,Doutorado,Paraná,6.0,Administrativo,Analista Pleno,28.0
